年	州	州略号	州FIPSコード	州CENコード	州ICコード	役職	候補者	政党	主要政党	書き込み投票	候補者得票数	総投票数	バージョン
2012	アーカンソー	AR	5	71	42	アメリカ合衆国大統領	バラク・H・オバマ	民主党	民主党	FALSE	394409	1069468	20171015
2016	アーカンソー	AR	5	71	42	アメリカ合衆国大統領	ヒラリー・クリントン	民主党	民主党	FALSE	380494	1130635	20171015
1976	アーカンソー	AR	5	71	42	アメリカ合衆国大統領	ジェラルド・フォード	共和党	共和党	FALSE	267903	767535	20171015
1980	アーカンソー	AR	5	71	42	アメリカ合衆国大統領	ロナルド・レーガン	共和党	共和党	FALSE	403164	837582	20171015
1984	アーカンソー	AR	5	71	42	アメリカ合衆国大統領	ロナルド・レーガン	共和党	共和党	FALSE	534774	884406	20171015
1988	アーカンソー	AR	5	71	42	アメリカ合衆国大統領	ジョージ・H・W・ブッシュ	共和党	共和党	FALSE	466578	827738	20171015
1992	アーカンソー	AR	5	71	42	アメリカ合衆国大統領	ジョージ・H・W・ブッシュ	共和党	共和党	FALSE	337324	950653	20171015
1996	アーカンソー	AR	5	71	42	アメリカ合衆国大統領	ロバート・ドール	共和党	共和党	FALSE	325416	884262	20171015
2000	アーカンソー	AR	5	71	42	アメリカ合衆国大統領	ジョージ・W・ブッシュ	共和党	共和党	FALSE	472940	921781	20171015
2004	アーカンソー	AR	5	71	42	アメリカ合衆国大統領	ジョージ・W・ブッシュ	共和党	共和党	FALSE	572898	1054945	20171015
2008	アーカンソー	AR	5	71	42	アメリカ合衆国大統領	ジョン・マケイン	共和党	共和党	FALSE	638017	1086617	20171015
2012	アーカンソー	AR	5	71	42	アメリカ合衆国大統領	ミット・ロムニー	共和党	共和党	FALSE	647744	1069468	20171015
2016	アーカンソー	AR	5	71	42	アメリカ合衆国大統領	ドナルド・J・トランプ	共和党	共和党	FALSE	684872	1130635	20171015
1976	アーカンソー	AR	5	71	42	アメリカ合衆国大統領		無所属	その他	FALSE	639	767535	20171015
1976	アーカンソー	AR	5	71	42	アメリカ合衆国大統領	レスター・マドックス	アメリカ独立党	その他	FALSE	389	767535	20171015
1980	アーカンソー	AR	5	71	42	アメリカ合衆国大統領	ジョン・B・アンダーソン	無所属	その他	FALSE	22468	837582	20171015
1980	アーカンソー	AR	5	71	42	アメリカ合衆国大統領	エドワード・“エド”・クラーク	リバタリアン党	その他	FALSE	8970	837582	20171015
1980	アーカンソー	AR	5	71	42	アメリカ合衆国大統領	バリー・コモナー	市民党	その他	FALSE	2345	837582	20171015
1980	アーカンソー	AR	5	71	42	アメリカ合衆国大統領	ベンジャミン・“ベン”・ビュバー	ステーツマン党	その他	FALSE	1350	837582	20171015
1980	アーカンソー	AR	5	71	42	アメリカ合衆国大統領	ガス・ホール	共産党	その他	FALSE	1244	837582	20171015
1984	アーカンソー	AR	5	71	42	アメリカ合衆国大統領	デイヴィッド・バーグランド	リバタリアン党	その他	FALSE	2221	884406	20171015
1984	アーカンソー	AR	5	71	42	アメリカ合衆国大統領	リンドン・ラルーシュ・Jr	無所属	その他	FALSE	1890	884406	20171015
1984	アーカンソー	AR	5	71	42	アメリカ合衆国大統領	ガス・ホール	共産党	その他	FALSE	1499	884406	20171015
1984	アーカンソー	AR	5	71	42	アメリカ合衆国大統領	ボブ・リチャーズ	ポピュリスト党	その他	FALSE	1461	884406	20171015
1984	アーカンソー	AR	5	71	42	アメリカ合衆国大統領	デニス・セレット	アライアンス党	その他	FALSE	1291	884406	20171015
1984	アーカンソー	AR	5	71	42	アメリカ合衆国大統領	ソニア・ジョンソン	市民党	その他	FALSE	960	884406	20171015
1984	アーカンソー	AR	5	71	42	アメリカ合衆国大統領	アール・ドッジ	禁酒党	その他	FALSE	842	884406	20171015
1984	アーカンソー	AR	5	71	42	アメリカ合衆国大統領	アーサー・ラウリー	統一主権市民党	その他	FALSE	822	884406	20171015
1988	アーカンソー	AR	5	71	42	アメリカ合衆国大統領	アール・ドッジ	ポピュリスト党	その他	FALSE	5146	827738	20171015
1988	アーカンソー	AR	5	71	42	アメリカ合衆国大統領	ロナルド・“ロン”・ポール	リバタリアン党	その他	FALSE	3297	827738	20171015
1988	アーカンソー	AR	5	71	42	アメリカ合衆国大統領	レノーラ・フラーニ	新連合党	その他	FALSE	2161	827738	20171015
1988	アーカンソー	AR	5	71	42	アメリカ合衆国大統領	アール・ドッジ	禁酒党	その他	FALSE	1319	827738	20171015
1992	アーカンソー	AR	5	71	42	アメリカ合衆国大統領	ロス・ペロー	無所属	その他	FALSE	99132	950653	20171015
1992	アーカンソー	AR	5	71	42	アメリカ合衆国大統領	その他	無所属	その他	FALSE	8374	950653	20171015
1996	アーカンソー	AR	5	71	42	アメリカ合衆国大統領	ロス・ペロー	改革党	その他	FALSE	69884	884262	20171015
1996	アーカンソー	AR	5	71	42	アメリカ合衆国大統領	ラルフ・ネーダー	緑の党	その他	FALSE	3649	884262	20171015
1996	アーカンソー	AR	5	71	42	アメリカ合衆国大統領	ハリー・ブラウン	リバタリアン党	その他	FALSE	3076	884262	20171015
1996	アーカンソー	AR	5	71	42	アメリカ合衆国大統領	ハワード・フィリップス	米国納税者党	その他	FALSE	2065	884262	20171015
1996	アーカンソー	AR	5	71	42	アメリカ合衆国大統領	ラルフ・フォーブス	アメリカ第一党	その他	FALSE	932	884262	20171015
1996	アーカンソー	AR	5	71	42	アメリカ合衆国大統領	チャールズ・コリンズ	無所属	その他	FALSE	823	884262	20171015
1996	アーカンソー	AR	5	71	42	アメリカ合衆国大統領	イザベル・マスターズ	ルッキングバック党	その他	FALSE	749	884262	20171015
1996	アーカンソー	AR	5	71	42	アメリカ合衆国大統領	モニカ・ムーアヘッド	労働者世界党	その他	FALSE	747	884262	20171015
1996	アーカンソー	AR	5	71	42	アメリカ合衆国大統領	ジョン・ハゲリン	自然法党	その他	FALSE	729	884262	20171015
1996	アーカンソー	AR	5	71	42	アメリカ合衆国大統領	メアリー・キャル・ホリス	社会党	その他	FALSE	538	884262	20171015
1996	アーカンソー	AR	5	71	42	アメリカ合衆国大統領	アール・ドッジ	禁酒党	その他	FALSE	483	884262	20171015
2000	アーカンソー	AR	5	71	42	アメリカ合衆国大統領	ラルフ・ネーダー	緑の党	その他	FALSE	13421	921781	20171015
2000	アーカンソー	AR	5	71	42	アメリカ合衆国大統領	パトリック・“パット”・ブキャナン	改革党	その他	FALSE	7358	921781	20171015
2000	アーカンソー	AR	5	71	42	アメリカ合衆国大統領	ハリー・ブラウン	リバタリアン党	その他	FALSE	2781	921781	20171015
2000	アーカンソー	AR	5	71	42	アメリカ合衆国大統領	ハワード・フィリップス	憲法党	その他	FALSE	1415	921781	20171015
2000	アーカンソー	AR	5	71	42	アメリカ合衆国大統領	ジョン・ハゲリン	自然法党	その他	FALSE	1098	921781	20171015
2004	アーカンソー	AR	5	71	42	アメリカ合衆国大統領	ラルフ・ネーダー	ポピュリスト党	その他	FALSE	6171	1054945	20171015
2004	アーカンソー	AR	5	71	42	アメリカ合衆国大統領	マイケル・バドナリック	リバタリアン党	その他	FALSE	2352	1054945	20171015
2004	アーカンソー	AR	5	71	42	アメリカ合衆国大統領	マイケル・ペルートカ	憲法党	その他	FALSE	2083	1054945	20171015
2004	アーカンソー	AR	5	71	42	アメリカ合衆国大統領	デイヴィッド・コブ	緑の党	その他	FALSE	1488	1054945	20171015
2008	アーカンソー	AR	5	71	42	アメリカ合衆国大統領	ラルフ・ネーダー	無所属	その他	FALSE	12882	1086617	20171015
2008	アーカンソー	AR	5	71	42	アメリカ合衆国大統領	ボブ・バー	リバタリアン党	その他	FALSE	4776	1086617	20171015
2008	アーカンソー	AR	5	71	42	アメリカ合衆国大統領	チャールズ・“チャック”・ボールドウィン	憲法党	その他	FALSE	4023	1086617	20171015
2008	アーカンソー	AR	5	71	42	アメリカ合衆国大統領	シンシア・マッキニー	緑の党	その他	FALSE	3470	1086617	20171015
2008	アーカンソー	AR	5	71	42	アメリカ合衆国大統領	グロリア・エステラ・ラ・リバ	社会主義解放党	その他	FALSE	1139	1086617	20171015
2012	アーカンソー	AR	5	71	42	アメリカ合衆国大統領	ゲイリー・ジョンソン	リバタリアン党	その他	FALSE	16276	1069468	20171015
2012	アーカンソー	AR	5	71	42	アメリカ合衆国大統領	ジル・スタイン	緑の党	その他	FALSE	9305	1069468	20171015
2012	アーカンソー	AR	5	71	42	アメリカ合衆国大統領	グロリア・エステラ・ラ・リバ	社会主義解放党	その他	FALSE	1734	1069468	20171015
2016	アーカンソー	AR	5	71	42	アメリカ合衆国大統領	ゲイリー・ジョンソン	リバタリアン党	その他	FALSE	29829	1130635	20171015
2016	アーカンソー	AR	5	71	42	アメリカ合衆国大統領	エヴァン・マクマリン	ベター・フォー・アメリカ	その他	FALSE	13255	1130635	20171015
2016	アーカンソー	AR	5	71	42	アメリカ合衆国大統領	ジル・スタイン	緑の党	その他	FALSE	9473	1130635	20171015
2016	アーカンソー	AR	5	71	42	アメリカ合衆国大統領	ジム・ヘッジス	禁酒党	その他	FALSE	4709	1130635	20171015
2016	アーカンソー	AR	5	71	42	アメリカ合衆国大統領	ダレル・L・キャッスル	憲法党	その他	FALSE	4613	1130635	20171015
2016	アーカンソー	AR	5	71	42	アメリカ合衆国大統領	リン・S・カーン	無所属	その他	FALSE	3390	1130635	20171015
1976	カリフォルニア	CA	6	93	71	アメリカ合衆国大統領	ジミー・カーター	民主党	民主党	FALSE	3742284	7803770	20171015
1980	カリフォルニア	CA	6	93	71	アメリカ合衆国大統領	ジミー・カーター	民主党	民主党	FALSE	3082943	8582938	20171015
1984	カリフォルニア	CA	6	93	71	アメリカ合衆国大統領	ウォルター・モンデール	民主党	民主党	FALSE	3922519	9505041	20171015
1988	カリフォルニア	CA	6	93	71	アメリカ合衆国大統領	マイケル・デュカキス	民主党	民主党	FALSE	4702233	9887065	20171015
1992	カリフォルニア	CA	6	93	71	アメリカ合衆国大統領	ビル・クリントン	民主党	民主党	FALSE	5121325	11131721	20171015
1996	カリフォルニア	CA	6	93	71	アメリカ合衆国大統領	ビル・クリントン	民主党	民主党	FALSE	5119835	10019469	20171015
2000	カリフォルニア	CA	6	93	71	アメリカ合衆国大統領	アル・ゴア	民主党	民主党	FALSE	5861203	10965822	20171015
2004	カリフォルニア	CA	6	93	71	アメリカ合衆国大統領	ジョン・ケリー	民主党	民主党	FALSE	6745485	12421353	20171015
2008	カリフォルニア	CA	6	93	71	アメリカ合衆国大統領	バラク・H・オバマ	民主党	民主党	FALSE	8274473	13561900	20171015
2012	カリフォルニア	CA	6	93	71	アメリカ合衆国大統領	バラク・H・オバマ	民主党	民主党	FALSE	7854285	13038547	20171015
2016	カリフォルニア	CA	6	93	71	アメリカ合衆国大統領	ヒラリー・クリントン	民主党	民主党	FALSE	8753788	14181595	20171015
1976	カリフォルニア	CA	6	93	71	アメリカ合衆国大統領	ジェラルド・フォード	共和党	共和党	FALSE	3882244	7803770	20171015
1980	カリフォルニア	CA	6	93	71	アメリカ合衆国大統領	ロナルド・レーガン	共和党	共和党	FALSE	4522994	8582938	20171015
1984	カリフォルニア	CA	6	93	71	アメリカ合衆国大統領	ロナルド・レーガン	共和党	共和党	FALSE	5467009	9505041	20171015
1988	カリフォルニア	CA	6	93	71	アメリカ合衆国大統領	ジョージ・H・W・ブッシュ	共和党	共和党	FALSE	5054917	9887065	20171015
1992	カリフォルニア	CA	6	93	71	アメリカ合衆国大統領	ジョージ・H・W・ブッシュ	共和党	共和党	FALSE	3630574	11131721	20171015
1996	カリフォルニア	CA	6	93	71	アメリカ合衆国大統領	ロバート・ドール	共和党	共和党	FALSE	3828381	10019469	20171015
2000	カリフォルニア	CA	6	93	71	アメリカ合衆国大統領	ジョージ・W・ブッシュ	共和党	共和党	FALSE	4567429	10965822	20171015
2004	カリフォルニア	CA	6	93	71	アメリカ合衆国大統領	ジョージ・W・ブッシュ	共和党	共和党	FALSE	5509826	12421353	20171015
2008	カリフォルニア	CA	6	93	71	アメリカ合衆国大統領	ジョン・マケイン	共和党	共和党	FALSE	5011781	13561900	20171015
2012	カリフォルニア	CA	6	93	71	アメリカ合衆国大統領	ミット・ロムニー	共和党	共和党	FALSE	4839958	13038547	20171015
2016	カリフォルニア	CA	6	93	71	アメリカ合衆国大統領	ドナルド・J・トランプ	共和党	共和党	FALSE	4483810	14181595	20171015
1976	カリフォルニア	CA	6	93	71	アメリカ合衆国大統領	ロジャー・マクブライド	無所属	その他	FALSE	56388	7803770	20171015
1976	カリフォルニア	CA	6	93	71	アメリカ合衆国大統領	レスター・マドックス	アメリカ独立党	その他	FALSE	51098	7803770	20171015
1976	カリフォルニア	CA	6	93	71	アメリカ合衆国大統領	マーガレット・ライト	平和と自由党	その他	FALSE	41731	7803770	20171015
1976	カリフォルニア	CA	6	93	71	アメリカ合衆国大統領	ピーター・カメホ	無所属	その他	FALSE	17259	7803770	20171015
1976	カリフォルニア	CA	6	93	71	アメリカ合衆国大統領	ガス・ホール	無所属	その他	FALSE	12766	7803770	20171015
1980	カリフォルニア	CA	6	93	71	アメリカ合衆国大統領	ジョン・B・アンダーソン	無所属	その他	FALSE	739618	8582938	20171015
1980	カリフォルニア	CA	6	93	71	アメリカ合衆国大統領	エドワード・“エド”・クラーク	リバタリアン党	その他	FALSE	148390	8582938	20171015
1980	カリフォルニア	CA	6	93	71	アメリカ合衆国大統領	バリー・コモナー	市民党	その他	FALSE	61046	8582938	20171015
1980	カリフォルニア	CA	6	93	71	アメリカ合衆国大統領	モーリーン・スミス	平和と自由党	その他	FALSE	18106	8582938	20171015
1980	カリフォルニア	CA	6	93	71	アメリカ合衆国大統領	ジョン・ラリック	アメリカ独立党	その他	FALSE	9841	8582938	20171015
1984	カリフォルニア	CA	6	93	71	アメリカ合衆国大統領	デイヴィッド・バーグランド	リバタリアン党	その他	FALSE	49951	9505041	20171015
1984	カリフォルニア	CA	6	93	71	アメリカ合衆国大統領	ボブ・リチャーズ	ポピュリスト党	その他	FALSE	39265	9505041	20171015
1984	カリフォルニア	CA	6	93	71	アメリカ合衆国大統領	ソニア・ジョンソン	市民党	その他	FALSE	26297	9505041	20171015
1988	カリフォルニア	CA	6	93	71	アメリカ合衆国大統領	ロナルド・“ロン”・ポール	リバタリアン党	その他	FALSE	70105	9887065	20171015
1988	カリフォルニア	CA	6	93	71	アメリカ合衆国大統領	レノーラ・フラーニ	無所属	その他	FALSE	58999	9887065	20171015
1988	カリフォルニア	CA	6	93	71	アメリカ合衆国大統領			その他	TRUE	811	9887065	20171015
1992	カリフォルニア	CA	6	93	71	アメリカ合衆国大統領	ロス・ペロー	無所属	その他	FALSE	2296006	11131721	20171015
