年	州	州略号	政党（簡略）	政党（詳細）	得票数	得票率（%）
1980	マサチューセッツ	MA	その他	社会主義労働者党	3735	0.15
1980	マサチューセッツ	MA	その他		2289	0.09
1980	マサチューセッツ	MA	その他	市民党	2056	0.08
1980	ミシガン	MI	共和党	共和党	1915225	48.99
1980	ミシガン	MI	民主党	民主党	1661532	42.50
1980	ミシガン	MI	その他	無所属	275223	7.04
1980	ミシガン	MI	リバタリアン党	リバタリアン党	41597	1.06
1980	ミシガン	MI	その他	市民党	11930	0.31
1980	ミシガン	MI	その他	共産党	3262	0.08
1980	ミシガン	MI	その他		956	0.02
1980	ミネソタ	MN	民主党	民主党	954173	46.50
1980	ミネソタ	MN	共和党	共和党	873268	42.56
1980	ミネソタ	MN	その他	無所属	174997	8.53
1980	ミネソタ	MN	リバタリアン党	リバタリアン党	31593	1.54
1980	ミネソタ	MN	その他	市民党	8406	0.41
1980	ミネソタ	MN	その他	アメリカ党	6136	0.30
1980	ミネソタ	MN	その他	共産党	1117	0.05
1980	ミネソタ	MN	その他	社会主義労働者党	711	0.03
1980	ミネソタ	MN	その他	労働者世界党	698	0.03
1980	ミネソタ	MN	その他	社会党	536	0.03
1980	ミネソタ	MN	その他		281	0.01
1980	ミシシッピ	MS	共和党	共和党	441089	49.46
1980	ミシシッピ	MS	民主党	民主党	429281	48.14
1980	ミシシッピ	MS	その他	無所属	12036	1.35
1980	ミシシッピ	MS	リバタリアン党	リバタリアン党	4702	0.53
1980	ミシシッピ	MS	その他	労働者世界党	2402	0.27
1980	ミシシッピ	MS	その他	社会主義労働者党	2240	0.25
1980	ミズーリ	MO	共和党	共和党	1074181	51.16
1980	ミズーリ	MO	民主党	民主党	931182	44.35
1980	ミズーリ	MO	その他	無所属	77920	3.71
1980	ミズーリ	MO	リバタリアン党	リバタリアン党	14422	0.69
1980	ミズーリ	MO	その他	社会主義労働者党	1515	0.07
1980	ミズーリ	MO	その他		604	0.03
1980	モンタナ	MT	共和党	共和党	206814	56.82
1980	モンタナ	MT	民主党	民主党	118032	32.43
1980	モンタナ	MT	その他	無所属	29281	8.05
1980	モンタナ	MT	リバタリアン党	リバタリアン党	9825	2.70
1980	ネブラスカ	NE	共和党	共和党	419214	65.55
1980	ネブラスカ	NE	民主党	民主党	166424	26.02
1980	ネブラスカ	NE	その他	無所属	44854	7.01
1980	ネブラスカ	NE	リバタリアン党	リバタリアン党	9041	1.41
1980	ネバダ	NV	共和党	共和党	155017	63.61
1980	ネバダ	NV	民主党	民主党	66666	27.36
1980	ネバダ	NV	その他	無所属	17651	7.24
1980	ネバダ	NV	リバタリアン党	リバタリアン党	4358	1.79
1980	ニューハンプシャー	NH	共和党	共和党	221705	57.74
1980	ニューハンプシャー	NH	民主党	民主党	108864	28.35
1980	ニューハンプシャー	NH	その他	無所属	49693	12.94
1980	ニューハンプシャー	NH	リバタリアン党	リバタリアン党	2064	0.54
1980	ニューハンプシャー	NH	その他	市民党	1320	0.34
1980	ニューハンプシャー	NH	その他	共産党	129	0.03
1980	ニューハンプシャー	NH	その他	労働者世界党	76	0.02
1980	ニューハンプシャー	NH	その他	社会主義労働者党	71	0.02
1980	ニューハンプシャー	NH	その他		68	0.02
1980	ニュージャージー	NJ	共和党	共和党	1546557	51.97
1980	ニュージャージー	NJ	民主党	民主党	1147364	38.56
1980	ニュージャージー	NJ	その他	無所属	234632	7.88
1980	ニュージャージー	NJ	リバタリアン党	リバタリアン党	20652	0.69
1980	ニュージャージー	NJ	その他	市民党	8203	0.28
1980	ニュージャージー	NJ	その他	生命権党	3927	0.13
1980	ニュージャージー	NJ	その他	中産階級候補	3694	0.12
1980	ニュージャージー	NJ	その他	共産党	2555	0.09
1980	ニュージャージー	NJ	その他	社会主義労働者党	2198	0.07
1980	ニュージャージー	NJ	その他	社会党	1973	0.07
1980	ニュージャージー	NJ	その他	弁護士打倒党	1718	0.06
1980	ニュージャージー	NJ	その他	労働者世界党	1288	0.04
1980	ニュージャージー	NJ	その他	無所属	923	0.03
1980	ニューメキシコ	NM	共和党	共和党	250779	54.97
1980	ニューメキシコ	NM	民主党	民主党	167826	36.78
1980	ニューメキシコ	NM	その他	無所属	29459	6.46
1980	ニューメキシコ	NM	リバタリアン党	リバタリアン党	4365	0.96
1980	ニューメキシコ	NM	その他	市民党	2202	0.48
1980	ニューメキシコ	NM	その他	ステーツマン党	1281	0.28
1980	ニューメキシコ	NM	その他	社会主義労働者党	325	0.07
1980	ニューヨーク	NY	民主党	民主党	2728372	43.99
1980	ニューヨーク	NY	共和党	共和党	2637700	42.53
1980	ニューヨーク	NY	その他	自由党（リベラル）	467801	7.54
1980	ニューヨーク	NY	その他	保守党	256131	4.13
1980	ニューヨーク	NY	その他	自由リバタリアン党	52648	0.85
1980	ニューヨーク	NY	その他	生命権党	24159	0.39
1980	ニューヨーク	NY	その他	市民党	23186	0.37
1980	ニューヨーク	NY	その他	共産党	7414	0.12
1980	ニューヨーク	NY	その他	社会主義労働者党	2068	0.03
1980	ニューヨーク	NY	その他	労働者世界党	1416	0.02
1980	ニューヨーク	NY	その他		1064	0.02
1980	ノースカロライナ	NC	共和党	共和党	915018	49.30
1980	ノースカロライナ	NC	民主党	民主党	875635	47.18
1980	ノースカロライナ	NC	その他	無所属	52800	2.85
1980	ノースカロライナ	NC	リバタリアン党	リバタリアン党	9677	0.52
1980	ノースカロライナ	NC	その他	市民党	2287	0.12
1980	ノースカロライナ	NC	その他	社会主義労働者党	416	0.02
1980	ノースダコタ	ND	共和党	共和党	193695	64.33
1980	ノースダコタ	ND	民主党	民主党	79189	26.30
1980	ノースダコタ	ND	その他	無所属	23640	7.85
1980	ノースダコタ	ND	リバタリアン党	リバタリアン党	3743	1.24
1980	ノースダコタ	ND	その他	自然人民連盟	296	0.10
1980	ノースダコタ	ND	その他	アメリカ党	235	0.08
1980	ノースダコタ	ND	その他	共産党	93	0.03
1980	ノースダコタ	ND	その他	社会主義労働者党	89	0.03
1980	ノースダコタ	ND	その他	社会党	82	0.03
1980	ノースダコタ	ND	その他	ステーツマン党	54	0.02
1980	オハイオ	OH	共和党	共和党	2206545	51.51
1980	オハイオ	OH	民主党	民主党	1752414	40.91
1980	オハイオ	OH	その他	無所属	254472	5.94
1980	オハイオ	OH	リバタリアン党	リバタリアン党	49033	1.14
1980	オハイオ	OH	その他	市民党	8564	0.20
1980	オハイオ	OH	その他	共産党	4729	0.11
1980	オハイオ	OH	その他	社会主義労働者党	4029	0.09
1980	オハイオ	OH	その他	労働者世界党	3790	0.09
1980	オハイオ	OH	その他	ステーツマン党	27	0.00
1980	オクラホマ	OK	共和党	共和党	695570	60.50
1980	オクラホマ	OK	民主党	民主党	402026	34.97
1980	オクラホマ	OK	その他	無所属	38284	3.33
1980	オクラホマ	OK	リバタリアン党	リバタリアン党	13828	1.20
1980	オレゴン	OR	共和党	共和党	571044	48.33
1980	オレゴン	OR	民主党	民主党	456890	38.67
1980	オレゴン	OR	その他	無所属	112389	9.51
1980	オレゴン	OR	リバタリアン党	リバタリアン党	25838	2.19
1980	オレゴン	OR	その他	市民党	13642	1.15
1980	オレゴン	OR	その他		1713	0.14
1980	ペンシルベニア	PA	共和党	共和党	2261872	49.59
1980	ペンシルベニア	PA	民主党	民主党	1937540	42.48
1980	ペンシルベニア	PA	その他	無所属	292921	6.42
1980	ペンシルベニア	PA	リバタリアン党	リバタリアン党	33263	0.73
1980	ペンシルベニア	PA	その他	社会主義労働者党	20291	0.44
1980	ペンシルベニア	PA	その他	市民党	10430	0.23
1980	ペンシルベニア	PA	その他	共産党	5184	0.11
1980	ロードアイランド	RI	民主党	民主党	198342	47.68
1980	ロードアイランド	RI	共和党	共和党	154793	37.21
1980	ロードアイランド	RI	その他	無所属	59819	14.38
1980	ロードアイランド	RI	リバタリアン党	リバタリアン党	2458	0.59
1980	ロードアイランド	RI	その他	共産党	218	0.05
1980	ロードアイランド	RI	その他	社会党	170	0.04
1980	ロードアイランド	RI	その他	社会主義労働者党	90	0.02
1980	ロードアイランド	RI	その他	労働者世界党	77	0.02
1980	サウスカロライナ	SC	共和党	共和党	439277	49.45
1980	サウスカロライナ	SC	民主党	民主党	428220	48.21
1980	サウスカロライナ	SC	その他	無所属	13868	1.56
1980	サウスカロライナ	SC	リバタリアン党	リバタリアン党	4807	0.54
1980	サウスカロライナ	SC	その他	アメリカ独立党	2086	0.23
1980	サウスダコタ	SD	共和党	共和党	198343	60.53
1980	サウスダコタ	SD	民主党	民主党	103855	31.69
1980	サウスダコタ	SD	その他	無所属	21431	6.54
1980	サウスダコタ	SD	リバタリアン党	リバタリアン党	3824	1.17
1980	サウスダコタ	SD	その他	社会主義労働者党	250	0.08
1980	テネシー	TN	共和党	共和党	787761	48.70
1980	テネシー	TN	民主党	民主党	783051	48.41
1980	テネシー	TN	その他	無所属	35991	2.22
1980	テネシー	TN	リバタリアン党	リバタリアン党	7116	0.44
1980	テネシー	TN	その他	市民党	1112	0.07
1980	テネシー	TN	その他	ステーツマン党	521	0.03
1980	テネシー	TN	その他	社会党	519	0.03
1980	テネシー	TN	その他	共産党	503	0.03
1980	テネシー	TN	その他	社会主義労働者党	490	0.03
1980	テネシー	TN	その他	労働者世界党	400	0.02
1980	テネシー	TN	その他		152	0.01
1980	テキサス	TX	共和党	共和党	2510705	55.28
1980	テキサス	TX	民主党	民主党	1881147	41.42
1980	テキサス	TX	その他	無所属	111613	2.46
1980	テキサス	TX	リバタリアン党	リバタリアン党	37643	0.83
1980	テキサス	TX	その他		528	0.01
1980	ユタ	UT	共和党	共和党	439687	72.78
1980	ユタ	UT	民主党	民主党	124266	20.57
1980	ユタ	UT	その他	無所属	30284	5.01
1980	ユタ	UT	リバタリアン党	リバタリアン党	7156	1.18
1980	ユタ	UT	その他	市民党	1009	0.17
1980	ユタ	UT	その他	アメリカ党	965	0.16
1980	ユタ	UT	その他	アメリカ独立党	522	0.09
1980	ユタ	UT	その他	共産党	139	0.02
1980	ユタ	UT	その他	社会主義労働者党	124	0.02
1980	バーモント	VT	共和党	共和党	94628	44.36
1980	バーモント	VT	民主党	民主党	81952	38.42
1980	バーモント	VT	その他	無所属	31761	14.89
1980	バーモント	VT	その他	市民党	2316	1.09
1980	バーモント	VT	リバタリアン党	リバタリアン党	1900	0.89
1980	バーモント	VT	その他		413	0.19
1980	バーモント	VT	その他	社会党	136	0.06
1980	バーモント	VT	その他	共産党	118	0.06
1980	バーモント	VT	その他	社会主義労働者党	75	0.04
1980	バージニア	VA	共和党	共和党	989609	53.03
1980	バージニア	VA	民主党	民主党	752174	40.31
1980	バージニア	VA	その他	無所属	95418	5.11
1980	バージニア	VA	その他	市民党	14024	0.75
1980	バージニア	VA	リバタリアン党	リバタリアン党	12821	0.69
1980	バージニア	VA	その他	社会主義労働者党	1986	0.11
1980	ワシントン	WA	共和党	共和党	865244	49.66
1980	ワシントン	WA	民主党	民主党	650193	37.32
1980	ワシントン	WA	その他	無所属	185073	10.62
1980	ワシントン	WA	リバタリアン党	リバタリアン党	29213	1.68
1980	ワシントン	WA	その他	市民党	9403	0.54
1980	ワシントン	WA	その他	社会主義労働者党	1137	0.07
1980	ワシントン	WA	その他	社会党	956	0.05
1980	ワシントン	WA	その他	共産党	834	0.05
1980	ワシントン	WA	その他	労働者世界党	341	0.02
1980	ウェストバージニア	WV	民主党	民主党	367462	49.81
1980	ウェストバージニア	WV	共和党	共和党	334206	45.30
1980	ウェストバージニア	WV	その他	無所属	31691	4.30
1980	ウェストバージニア	WV	リバタリアン党	リバタリアン党	4356	0.59
1980	ウィスコンシン	WI	共和党	共和党	1088845	47.90
1980	ウィスコンシン	WI	民主党	民主党	981584	43.18
1980	ウィスコンシン	WI	その他	無所属	160657	7.07
1980	ウィスコンシン	WI	リバタリアン党	リバタリアン党	29135	1.28
1980	ウィスコンシン	WI	その他	市民党	7767	0.34
1980	ウィスコンシン	WI	その他	アメリカ独立党	1519	0.07
1980	ウィスコンシン	WI	その他		1337	0.06
1980	ウィスコンシン	WI	その他	社会党	808	0.04
1980	ウィスコンシン	WI	その他	共産党	772	0.03
1980	ウィスコンシン	WI	その他	労働者世界党	414	0.02
1980	ウィスコンシン	WI	その他	社会主義労働者党	383	0.02
1980	ワイオミング	WY	共和党	共和党	110700	62.64
1980	ワイオミング	WY	民主党	民主党	49427	27.97
1980	ワイオミング	WY	その他	無所属	12072	6.83
1980	ワイオミング	WY	リバタリアン党	リバタリアン党	4514	2.55
1984	アラバマ	AL	共和党	共和党	872849	60.54
1984	アラバマ	AL	民主党	民主党	551899	38.28
1984	アラバマ	AL	リバタリアン党	リバタリアン党	9504	0.66
1984	アラバマ	AL	その他	共産党	4671	0.32
1984	アラバマ	AL	その他	ポピュリスト党	1401	0.10
1984	アラバマ	AL	その他	社会主義労働者党	730	0.05
1984	アラバマ	AL	その他	アライアンス党	659	0.05
1984	アラスカ	AK	共和党	共和党	138377	66.65
1984	アラスカ	AK	民主党	民主党	62007	29.87
1984	アラスカ	AK	リバタリアン党	リバタリアン党	6378	3.07
1984	アラスカ	AK	その他		843	0.41
1984	アリゾナ	AZ	共和党	共和党	681416	66.42
1984	アリゾナ	AZ	民主党	民主党	333854	32.54
1984	アリゾナ	AZ	リバタリアン党	リバタリアン党	10585	1.03
1984	アリゾナ	AZ	その他		42	0.00
1984	アーカンソー	AR	共和党	共和党	534774	60.47
1984	アーカンソー	AR	民主党	民主党	338646	38.29
1984	アーカンソー	AR	リバタリアン党	リバタリアン党	2221	0.25
1984	アーカンソー	AR	その他	無所属	1890	0.21
1984	アーカンソー	AR	その他	共産党	1499	0.17
1984	アーカンソー	AR	その他	ポピュリスト党	1461	0.17
1984	アーカンソー	AR	その他	アライアンス党	1291	0.15
1984	アーカンソー	AR	その他	市民党	960	0.11
1984	アーカンソー	AR	その他	禁酒党	842	0.10
1984	アーカンソー	AR	その他	統一主権市民党	822	0.09
1984	カリフォルニア	CA	共和党	共和党	5467009	57.52
1984	カリフォルニア	CA	民主党	民主党	3922519	41.27
1984	カリフォルニア	CA	リバタリアン党	リバタリアン党	49951	0.53
1984	カリフォルニア	CA	その他	ポピュリスト党	39265	0.41
1984	カリフォルニア	CA	その他	市民党	26297	0.28
